,flux
R_PTE12x,0.0
R_PTE2x,0.0
R_PTE7x,0.0
R_PTE8x,0.0
R_PTE9x,0.0
R_PTPATi,0.0029710640689918
R_PTPATim,9.918328963454187e-09
R_PTRCt3i,0.8855130684918263
R_PTRCtex2,0.9538512790326006
R_PUNP1,-0.0867303742248838
R_PUNP1m,0.0
R_PUNP2,-0.00369701078213145
R_PUNP3,-0.026618985782570298
R_PUNP3m,0.0
R_PUNP4,0.0019126165784076501
R_PUNP5,-0.010097932011565149
R_PUNP6,0.005235978974992049
R_PUNP7,0.00225150306363695
R_PYAM5PO,1.9196810324419206e-08
R_PYDAMK,0.03426263330527125
R_PYDXK,0.0
R_PYDXNK,0.0
R_PYDXNO,9.598405154020995e-09
R_PYDXO,1.919681030804199e-08
R_PYK,3.6572364918404086
R_PYNP2r,-0.0153478226065378
R_PYR5CDm,0.0882306619238427
R_PYRDC,1.9498920347346427
R_cit_nt,-9.955044288911807e-09
R_oaa_nt,9.955044288911807e-09
R_acl_n,9.955044346978169e-09
R_PACYL,0.02099590874042345
R_EX_PAC,0.02099590874042345
R_EX_protein_ac,0.02099590874042345
R_h_n,0.11061542196347955
R_HCYS_nt,-0.01835898593824685
R_AHCYS_nt,0.01835898593824685
R_AMETtn,0.01835898593824685
R_HCYSMT_n,1.0380827538718495e-20
R_PMETHYL,0.018358985938246947
R_EX_PME,0.018358985938246947
R_EX_protein_me,0.018358985938246947
R_GLYCOGENt,1.8012044725385679
R_EX_glycogen_e,-1.801204472538568
