,wt_1,wt_2,wt_3,wt_4,wt_5,wt_6,wt_7,wt_8,wt_9,wt_10,wt_11,wt_12,arp5_1,arp5_2,arp5_3,arp5_4,arp5_5,arp5_6,arp5_7,arp5_8,arp5_9,arp5_10,arp5_11,arp5_12
YGR087C,205.0011914,184.9134398,218.0531446,189.271211,150.1377175,173.6530236,210.4965999,181.339947,169.2131516,186.7534755,218.791773,208.0300153,151.2696547,127.318603,136.2839779,181.1622804,111.6340028,113.194477,133.2905101,130.7420536,130.4743886,149.5487343,116.2243018,129.1356699
YGR095C,96.50237813,90.85957952,117.8554185,92.96281471,164.9679116,154.0481924,109.3733455,115.9692621,122.4543917,118.5072901,110.211617,105.226842,135.3897691,125.7032768,117.5273991,127.6427716,153.3107521,139.9107021,108.2501104,129.7014315,107.9624695,113.7799848,112.2155092,104.330618
YGR102C,160.5262511,158.7105408,173.5089253,176.1966557,207.7876444,170.9847782,166.5081897,149.4897736,169.5583792,148.1600395,161.8562094,151.4447485,118.8462116,110.1471808,141.7963038,136.7111177,125.516192,111.2252517,127.7701246,127.2626769,129.4751502,147.9664997,101.5902208,108.078052
YGR104C,96.59304623,93.86605207,87.53043049,97.47669725,83.68586503,115.8779056,92.27551036,85.06951862,101.3519845,95.61376387,94.62121989,82.95908123,67.4083683,68.43765537,79.99151791,59.12093254,78.20330817,80.24398029,73.39522433,97.17065222,69.83735412,78.13134227,74.45697742,81.09161024
YGR106C,234.7505431,246.6029831,263.2354263,258.8956035,214.94864,249.4836984,249.1492398,243.4598778,222.9878865,238.2450686,221.8100818,240.3500354,184.0335377,205.4142291,236.501267,213.405874,231.4354879,190.1226481,237.1957907,282.5089571,212.7835987,216.5748145,162.7708699,211.2360631
YGR109C,189.7107562,177.0382699,168.2437473,173.9063009,159.0296296,165.9484646,226.1302965,218.9998815,187.3444389,212.7019396,180.3992899,159.3547271,231.6250742,214.7766571,191.2877048,200.6495357,197.4061465,188.860059,258.5675053,263.1062001,233.2380271,243.9265731,265.7133647,245.338538
YGR117C,1190.520793,1099.824629,1207.704066,1257.392609,1260.56111,1270.513959,1232.567603,1185.828885,1176.790941,1158.402042,1152.871735,1187.642121,1309.939002,1238.372441,1155.118717,1297.953517,1336.238112,1288.891399,1315.497872,1283.241563,1193.138023,1168.079982,1094.512648,1210.506485
YGR119C,160.3991507,192.6106037,171.4011367,191.6165536,218.8226798,203.5972214,206.0349843,175.3549212,169.9647933,173.5431019,167.1277841,159.9939126,95.57732051,121.7608096,129.9213254,115.5373886,144.4635803,121.013452,150.1682946,155.2537072,124.5068501,111.2278726,125.5401199,117.3901074
YGR120C,310.0407212,280.4245314,339.8195343,312.2427207,324.3815198,311.0624148,298.5203428,317.2453378,333.8340189,351.6676557,305.1092502,277.76577,209.6019815,201.9705851,264.8434465,218.6228021,219.8233932,207.339818,212.8723837,247.9543783,247.7978965,187.0031481,242.5240285,273.1525809
YGR121C,991.8410437,902.4843834,1118.648958,1077.339306,1082.7763,982.8798394,978.7597352,1032.033087,1020.396307,1021.023678,944.5578588,1041.850373,1119.451863,1101.471159,1102.608773,1062.890514,1141.22128,1108.676579,1103.862498,1065.851344,1051.042046,1098.397579,1031.718979,1103.703057
YGR122C-A,142.5592598,161.2843921,184.0079032,143.6833034,164.2439164,154.3818687,166.3648705,156.5927802,174.5780644,183.1678075,168.3881909,152.0921796,114.3248388,118.1755496,133.3891866,120.3576598,86.56943425,115.1714559,102.883513,100.2465231,113.9203307,120.0457232,128.6787852,151.3443568
YGR123C,103.3551992,80.86927125,108.669514,123.6965796,190.2488228,170.7462764,111.0305937,114.7106642,112.1535293,104.2453367,93.09904845,93.65547358,74.11610205,85.68682938,92.2563939,85.97088956,135.5239927,132.7663562,113.9107037,97.70206217,107.4502205,86.38063484,107.1197726,87.49916286
YGR128C,184.2883361,172.2996563,202.2719981,226.771027,226.376708,223.8428428,164.4019795,185.9471025,171.5290541,187.8947037,184.0207624,180.0281584,152.9357797,151.6403691,169.1366905,145.7461302,155.6954164,178.9101045,156.1714371,149.632162,131.7932125,128.1440415,110.8520098,118.0683365
YGR130C,599.0815895,569.4255,463.5273253,490.6755249,442.9096798,532.0416382,573.7280606,521.7020602,533.0340699,595.0319456,607.2426087,632.7934004,631.3650508,578.9500246,583.4538676,607.529237,633.8690509,516.8647342,694.617631,682.159815,635.8442672,597.8806427,587.6924252,599.7354533
YGR132C,441.6364043,515.3512437,442.6844109,449.1515669,458.1125403,523.6227479,477.6884233,464.0637459,495.8393945,505.5741438,531.1751096,503.4359631,384.9118757,372.9871006,360.7223386,362.1087977,412.8813169,390.4081753,427.2347269,421.7402912,344.6250188,382.9502134,369.0605839,363.6934297
YGR138C,509.0914525,519.7506388,653.6969158,571.63782,662.3937516,645.9498118,514.4341646,564.9075656,511.758581,468.3922528,479.8328846,452.8689992,753.7483601,684.4621792,656.8513458,713.1514505,779.2611052,847.4672695,719.3155836,787.1903869,733.8945826,770.4837006,845.968671,792.4378721
YGR146C,493.9161107,514.7438874,437.8142552,414.8201762,349.5822117,362.4336382,378.9155094,388.6168322,407.5563473,407.8622003,463.0228019,471.7404117,304.8745978,297.5205015,315.9602985,304.4731054,266.5650277,278.7830371,261.9331332,239.0620593,309.5331624,292.8732618,298.6008867,303.838245
YGR146C-A,1202.096392,1232.514367,934.8127994,901.6287692,889.0816296,934.8720601,962.0539078,955.1268393,942.0471902,986.6966904,1209.246508,1128.099585,829.005676,861.8769444,755.9149637,881.7509087,822.7141677,825.3656799,903.3363758,798.9451912,753.756964,784.8852223,816.8450701,817.1632717
YGR147C,283.5212073,288.3223458,280.6523841,273.6553857,321.5542048,286.3879112,302.7333363,300.8043981,263.1860623,260.6686794,269.0384955,273.8482782,208.1725788,215.0930487,212.614577,211.3352922,194.4201563,249.6297698,209.8057322,218.6738763,205.4272132,163.8462113,202.4128967,221.7743846
YGR148C,204.4976772,202.5524804,268.8284283,240.0387756,193.4167683,200.9625,191.7502647,185.1785036,193.8420675,167.7587503,175.9111731,187.8607615,110.5936014,91.22608129,131.9723884,133.8162126,120.0605754,132.794163,102.723307,100.7340603,103.1725352,100.8691922,125.244482,106.946527
YGR150C,164.471657,153.9363796,150.5568687,154.7375438,145.9941078,156.3564007,159.295855,140.6666117,123.9853645,138.1346228,156.9705061,153.8723032,153.3633977,195.5693565,164.0389574,147.4006179,150.5162856,167.1423931,158.5648756,136.5354851,170.1669453,147.3239727,179.2472223,169.7004008
YGR151C,148.2473587,134.7133938,156.7553756,154.4029271,202.217097,208.8343831,180.5044921,182.6632692,154.3917342,158.0432021,143.4908091,142.6730338,118.4401969,154.8441248,156.5664455,149.8970434,149.6177616,155.5480216,161.1843717,143.6564777,162.1356012,161.2026518,162.9275256,149.0371077
YGR152C,148.2473587,134.7133938,156.7553756,154.4029271,202.217097,208.8343831,180.5044921,182.6632692,154.3917342,158.0432021,143.4908091,142.6730338,118.4401969,154.8441248,156.5664455,149.8970434,149.6177616,155.5480216,161.1843717,143.6564777,162.1356012,161.2026518,162.9275256,149.0371077
YGR154C,421.8007704,409.0910014,443.4161132,418.9805811,463.8355402,410.1631389,382.1986593,391.1293736,465.0953113,447.107551,505.888102,542.9984159,549.2985686,558.4483903,520.8071023,520.1790683,526.1968674,528.2328514,423.3029996,446.0880552,557.9333635,526.9710337,487.2423122,502.7707496
YGR158C,147.272217,132.4696585,192.2542387,188.0291367,154.6737301,131.2799125,96.89661154,114.6116763,91.37142054,90.18172908,103.9603465,108.7970712,125.4505478,107.75586,123.373047,103.4819764,139.1361407,125.985431,83.94549285,79.48210083,99.80627883,103.9605747,107.6566344,110.470065
YGR159C,284.2759208,259.0812277,310.6434928,321.5592693,276.7513007,226.8707985,161.5150839,141.2699638,181.7967756,129.4961068,214.8694853,201.9872878,275.3058742,291.2212118,275.9718903,281.9281453,315.251252,271.9766689,225.0757127,192.3189609,193.7585675,212.8326349,209.3619982,221.3447
YGR161C,1217.915495,1330.242562,1295.98886,1179.199333,975.8161206,1063.458835,981.0167239,1123.326811,1038.258626,1068.309117,1143.151935,1088.603138,1087.576927,1077.695876,1099.465785,1117.787262,958.335391,991.3634265,1046.901075,948.6285275,1093.271174,1099.150135,1179.387838,1148.773296
YGR168C,174.6348864,137.6079253,157.0590998,179.3180928,190.2644203,183.676983,180.1661924,165.0450362,159.8001384,205.8026725,155.4952159,161.7175655,165.9594114,153.3383438,155.0665615,139.9529969,165.936746,136.982863,154.3820911,186.0710136,161.0707079,161.3418474,131.4280065,127.566874
YGR169C,74.91931941,78.85510759,47.17438174,66.42210122,75.16499407,74.80971679,82.67134816,74.46125533,85.09763549,73.98192861,80.6115434,73.20508642,44.07227488,52.91714852,67.60149211,57.25407362,42.9829825,58.63335435,53.29032833,62.03737847,62.15224794,51.37355034,46.3517124,62.71024356
YGR169C-A,263.6179592,252.5585895,288.0307373,310.2331571,264.4105102,273.4869051,234.1167381,238.5797963,222.9611,222.0530692,252.8453767,253.5657749,309.3570638,269.2922209,323.9431261,308.8369882,252.6484091,247.8424337,253.6756969,268.0201011,265.5569235,268.156444,268.3498933,352.6084712
YGR171C,89.82505754,104.8151597,70.18972774,77.98351305,69.1838251,87.73792508,131.8807083,126.5650517,95.46073038,119.1512397,95.46556351,100.4065343,83.97651546,86.29481025,107.2035217,86.22380698,102.6043398,109.6807256,91.59587865,110.2942291,98.0165864,90.37954853,74.17727363,98.29217005
YGR172C,161.4749463,208.4932029,174.4885359,213.4663041,242.1242199,216.0358152,214.1409721,210.8457315,154.2428723,218.1589434,171.4592033,195.9381934,98.10957045,111.9610364,106.4184917,128.1550401,108.985569,109.7199564,114.4840741,143.6272309,130.0867617,113.8702039,103.4028699,127.6296253
YGR175C,725.277414,790.3554793,784.0156789,727.5862112,681.8974875,716.6883702,627.2874738,663.2546867,709.0750022,668.0591486,683.1239939,595.529649,869.6989741,788.9525253,736.9679218,802.6858636,889.5414297,934.2332826,708.5314006,734.7737613,776.4193097,791.3535796,884.2479056,803.3432681
YGR177C,69.42862748,72.3245196,98.61672733,74.92151794,109.5609528,108.7718059,94.24346474,111.6090616,120.957285,89.12319926,88.82860356,85.47879134,62.38830434,72.47900789,64.99711868,58.49450477,71.81039194,64.96358329,65.92323303,76.68224291,61.02842605,80.39831367,73.96659935,68.15902405
YGR178C,125.196273,150.349857,131.7010881,157.9920141,123.6062464,142.5712339,164.5060451,136.7709093,120.7188743,128.428003,143.7460166,145.5152205,145.9466028,146.376533,140.4096701,156.3408777,127.3079915,157.6527306,154.8448833,143.7269427,151.4764837,130.5991934,145.6740964,134.7738068
YGR179C,295.4467184,301.9046656,314.3897451,302.2408846,319.1569344,318.9978416,322.9492964,355.3192589,348.9122855,362.205108,300.6456804,324.1254095,229.7604718,252.8157291,281.7221729,216.3814034,242.3466493,240.2470208,307.5086864,319.1802259,280.339619,247.3681293,238.2467047,238.9210984
YGR180C,757.5266541,810.5502072,801.9897318,769.8054604,696.2647918,739.6079638,699.7917271,698.3016557,668.0825134,625.8654419,709.3675633,706.8128664,728.177233,713.7402847,695.1350657,794.6102149,759.193845,816.9744332,742.2866664,730.5121156,722.602473,703.8237893,869.9454414,751.5566184
YGR183C,598.6947019,602.7646683,533.0134334,559.1067207,554.3386891,581.3427765,556.879978,585.7028073,622.5405967,632.3049995,598.375695,589.5270017,563.6611625,582.0348714,594.5970243,617.0613175,598.4664089,670.6835962,682.699047,695.8186073,684.9744202,659.1429184,558.7418908,659.634154
YGR185C,136.2802024,121.8903947,123.7816343,151.9219475,119.6250757,113.8860198,152.0013491,138.92354,116.7700905,132.1750092,104.8861202,133.9866175,108.9088354,114.3891567,115.8324933,108.5638746,116.2427734,111.0572457,128.0365134,122.822057,122.5410041,109.9368315,120.1029438,116.7895396
YGR187C,139.0394802,172.4992812,167.0309392,174.1729534,191.9190083,189.6512129,177.3551672,179.5005466,185.6621728,198.9364835,156.4691429,164.7993585,234.5752472,214.3540697,213.9767145,202.3413361,237.1931695,200.5132585,211.0097001,200.1522927,225.2695196,263.325332,193.2226849,195.2737389
YGR188C,142.8876373,128.9351135,108.3697003,135.7731013,135.9579611,148.3551262,153.7451574,154.1577201,123.70522,181.5666643,130.7376744,137.3307871,136.8679818,156.6040975,173.4704315,147.8193316,155.4663235,137.7655508,145.2352546,126.401577,126.3453721,133.5657481,144.2945681,159.0037729
YGR189C,480.3702372,473.2403859,711.213506,729.435424,590.7865356,598.4965763,513.1017823,563.6756971,498.721663,490.9326021,496.2971457,478.6225837,674.4099874,650.3666294,646.309451,689.9165452,634.4102891,626.7966265,612.1016924,573.6326788,645.0304706,682.6326352,664.4430516,642.8767704
YGR192C,927.588879,984.1040613,882.9895543,825.0007187,551.7690412,554.7646696,943.2768004,930.9932351,1063.296391,942.3915293,924.8584509,955.1447468,1202.257015,1244.417963,1122.241379,1149.291124,1137.253751,1180.13497,1107.067353,1049.23539,1100.487486,1177.85304,1207.072698,1117.845313
YGR193C,108.1670736,98.32713254,117.560946,110.8719182,112.6783221,106.3696418,157.392815,159.8791185,169.9419985,151.5161969,116.9703287,132.524468,160.0303444,176.2197093,177.7258643,151.676531,151.3648153,139.2579975,181.8411815,187.4066022,193.2256504,160.1360773,174.5758576,188.7605229
YGR194C,103.0219735,73.79529642,88.89626972,118.2627059,137.9390059,146.0884315,146.4681944,119.3178729,97.63285643,125.0003082,75.57042012,103.3260143,100.3544484,101.3325895,94.35295337,77.60543393,79.51830063,88.0352028,98.61201653,80.71212503,72.68353538,93.62603806,84.9179261,87.9603345
YGR196C,164.9677664,143.7486703,138.7561897,163.3546741,155.5185341,178.4741387,179.9408897,168.2099796,166.8303234,171.5903936,165.5932408,164.6671225,125.1389851,137.0045729,159.5437585,141.3390628,113.7828808,133.5082613,159.7991788,155.3326407,179.4598015,142.5685996,174.6273708,139.7281255
YGR197C,467.6419382,517.6331889,480.1001996,496.4588023,593.8761337,557.6473654,593.8916626,584.8879981,558.9948734,528.8181934,512.87233,517.9240355,745.3554401,818.834248,696.7120756,723.439985,722.0433378,740.2311107,762.8510938,759.9697865,794.7908616,818.0453229,712.9203939,759.4651268
YGR200C,140.043336,134.5640411,126.9934348,152.4787401,171.7366075,168.725884,138.2525213,176.4482632,161.1427252,149.555013,136.1157443,146.1780287,132.236124,121.3633253,121.2385406,130.9784997,136.4502626,125.7817494,121.7762837,122.7706732,134.7683661,110.9873982,120.0607731,133.5950844
YGR201C,142.9757183,139.0881024,92.60747262,91.05005753,106.4556858,103.6692115,148.4738179,149.5511046,170.6660956,174.9583472,155.7547295,152.8421608,229.9337458,245.4416999,217.5961727,202.5964769,145.8597963,108.9162218,181.6965674,159.86221,176.5810253,173.0301224,217.4063226,198.0632664
YGR202C,974.6275588,936.7858,1064.983274,1026.6769,1031.034581,1038.724108,994.0492111,1043.538502,1033.713072,1068.150506,1073.612268,1059.243883,606.2300853,624.5360809,609.157898,637.6135978,607.0724009,639.4055272,690.6441245,701.5378116,649.9310018,687.5797605,610.5030424,582.3606395
YGR207C,118.7212472,94.77990798,98.55219282,101.6080597,123.5804432,110.8037975,167.0250997,113.5083506,107.5674942,111.6319518,100.2887807,101.152112,110.6107911,93.10304992,116.1991347,97.4042618,128.9149936,121.245896,120.9181994,139.0224121,92.08222083,93.84298983,91.28854429,96.29797096
YGR209C,355.3789202,382.6527055,327.0472514,318.4193637,274.9600087,290.9280931,297.4692111,313.7959282,328.0668363,395.085763,372.0961707,347.973844,300.3532182,293.086051,351.3086394,327.070905,294.9147301,273.5066579,326.3669349,334.2809724,292.7897697,332.6312372,329.7543347,323.3150487
YGR210C,304.8380047,339.0552682,366.8519645,362.4361443,398.0084479,373.1574881,325.9552437,335.9466419,306.0398614,359.0950536,383.8510207,338.7075202,367.8556014,366.9022833,350.3948538,381.7301458,420.9616992,407.3113109,366.5887507,352.4899551,404.0254749,385.2877543,384.3588057,392.568744
YGR213C,298.4381614,218.4690083,325.9430952,342.8765831,298.9368076,270.5193726,266.5619184,242.0359272,274.5864208,265.9653359,290.369196,267.7438931,307.1048876,302.2304029,361.628803,330.7169768,299.1880734,288.3420868,341.9229312,312.9461627,347.8144699,292.2415479,333.1414931,297.9564759
YGR216C,72.9885281,64.73281956,91.06482525,76.35087839,72.40470785,72.69365895,83.06000916,63.56798109,61.85075213,65.53078232,70.13205765,98.45143813,160.787037,185.687059,155.500803,126.6046085,149.6357763,155.2527683,148.9462565,188.5523959,151.8595706,168.6022775,143.8763389,143.3699557
YGR220C,152.5534422,137.1507964,144.8211589,174.8020876,150.5212231,181.5622844,136.6059634,135.8830727,117.8199203,163.9414944,147.3203273,150.9248267,92.88684331,115.3306623,102.559753,120.5337731,116.1674551,131.0109403,119.0049327,109.3021378,119.55328,121.8987581,125.1413452,120.5343541
YGR221C,147.1472213,158.1051483,167.5464756,143.5424252,166.6939717,191.5713363,201.2453292,174.8153218,200.442793,214.008741,134.2704056,161.8506126,159.384761,148.5066541,166.3191785,170.1436474,167.7884303,199.0192921,179.3683537,166.793359,172.741298,191.7279843,157.8734851,173.8138978
YGR223C,349.6243906,317.8768082,315.6477691,318.9745553,337.9692522,327.4493116,340.1439277,292.1015776,295.8067798,321.3552653,334.7407349,317.9354571,307.7102877,336.022316,323.060308,376.8016508,304.3592174,309.1648846,294.4754874,290.2024649,309.8060263,334.7624164,346.0889655,333.96328
YGR229C,674.9081512,630.5759206,657.9199575,617.3112993,640.2151462,658.3931678,438.2588751,438.9340367,406.5967912,440.3047397,540.9389691,519.5067372,826.8555265,765.0078565,765.0289689,846.5121836,703.7928376,717.92015,663.0166879,662.4902833,659.0694527,683.8639214,776.1806795,723.8692877
YGR231C,552.1706442,571.8099511,475.9959342,515.2899975,450.1045746,441.0585106,465.886354,462.191781,509.2490561,456.1411682,520.9322986,534.3452569,472.3128876,430.8896827,435.7476898,443.1966449,420.1501226,457.9258161,423.0103912,431.9356449,373.3604343,397.1370351,391.4431552,442.9301723
YGR233C,412.5540013,368.5401948,387.1010996,414.5471406,398.4918648,339.750772,378.1895942,393.0447677,403.3517437,362.6017969,413.5738056,431.9915905,306.3587553,295.2544547,327.0832885,334.4945099,346.8406133,344.9869808,333.0277892,352.0198532,310.4027447,333.5293785,289.8270297,314.1662137
